Movie Name,Language,IMDb Rating,Running Time,Year of Release,Maturity Rating,Plot,Scaled IMDb Rating
Dabangg 3 (Kannada),Kannada,3.2,2 h 28 min,2019.0,16+,"Dabangg 3 is a high-voltage tongue-in-cheek story of a famous cop, Chulbul Pandey, an Uttar Pradesh cop who calls himself Robin Hood Pandey. Things take an unexpected turn when his past comes to haunt him as the face of the main antagonist of the film, Balli. Circumstances force Chulbul to take up the righteous path to protect his loved ones and family and do what is right in the eyes of the law.",0.22222222222222227
Olympus Has Fallen,English,6.5,1 h 54 min,2013.0,18+,Disgraced Secret Service agent Mike Banning finds himself trapped inside the White House in the wake of a terrorist attack and works with national security to rescue the President from his kidnappers.,0.6296296296296297
One Child Nation,English,7.5,1 h 28 min,2019.0,18+,"Included with Prime November 8. In the 2019 Sundance U.S. Grand Jury Prize-winning documentary One Child Nation, Chinese-born filmmakers Nanfu Wang (Hooligan Sparrow) and Jialing Zhang expose the devastating consequences of China’s One-Child Policy through the stories of those who lived through it.",0.7530864197530864
The Legend Of Ben Hall,English,5.8,2 h 19 min,2017.0,16+,"After two years on the run, bushranger Ben Hall considers surrendering to the law when his old friend John Gilbert entices him back into the game. Taking on fresh recruit John Dunn, the gang rides again, and before long they become the most wanted men in the country. When they are declared outlaws, the three decide to flee forever.",0.54320987654321
Chalte Chalte,Telugu,6.6,2 h 14 min,2018.0,All,"Chalte Chalte is a Telugu Romantic Action entertainer. Santhosh (Vishwadev Rachakonda) is a taxi driver who meets Shruthi (Priyanka Jain) during one of his journeys. The couple falls in love with each other and even their parents approve of their love. As time passes by, Shruthi starts hating Santhosh all of a sudden. The twists and turns form the crux of the story.",0.6419753086419753
Andha Atit,Bengali,6.3,1 h 45 min,1972.0,NR,"Rakhal Das a poor government servant was severely in a crisis of money because his only child was very ill. As a result, he went to Dhananjay Das a moneylender. When he reached there, he saw Dhananjay was dead, but police arrested him for the same case. After ten years of that incident Rakhal’s only child, Prabir started to find the real reason for Dhananjay’s death. Mr. Nirmalendu Roy a wel ...",0.6049382716049383
Mr. Right,English,6.3,1 h 35 min,2016.0,18+,"A girl falls for the ""perfect"" guy, who happens to have a very fatal flaw: he's a hitman on the run from the crime cartels who employ him.",0.6049382716049383
Time Machine,Hindi,5.6,40min,2016.0,13+,"The love story of chetan who dreams about making the world's first Time Machine, and Mishti the new girl in his school. A story about nostalgia, first love, and of-course, time travel.",0.5185185185185185
Edaina Jaragocchu,Telugu,3.9,2 h 7 min,2019.0,13+,"Edhaina Jaragocchu is about three close friends who are born on April 1 and want to change their fate by becoming millionaires. When one of them gets a new job and falls in love, the trio decides to help her out by making easy money. But what happens when they end up in situations they did not perceive?",0.308641975308642
Nishchaiy,Hindi,3.9,2 h 26 min,1992.0,All,"When Ravi is falsely accused of a crime and sentenced to imprisonment, his boss' wife promises to take care of his younger brother. However, Ravi is unable to find his brother after he is released.",0.308641975308642
Rajendrudu Gajendrudu,Telugu,7.2,2 h 7 min,1993.0,All,"Rajendra (Rajendra Prasad) wins Gajendra (Elephant) as a lottery prize and decides to keep it despite not being wealthy. They also avail a loan which moderates their expenses for a while. Just when Rajendra and Gajendra unique bond of love begins to develop, things fall apart because of a smuggler (Vidya Sagar) who is also a cold-blooded murderer of Gajendra's earlier master (Gummadi).",0.7160493827160495
Srimannarayana,Telugu,4.2,2 h 18 min,2012.0,18+,Journalist Srimannarayana (Balakrishna) unearths a couple of scams. His father Narayanamurthy (Vijayakumar) sets up a farmer's welfare trust where he raises a fund of 5000 crore rupees. The goons siphon off the fund and Srimannarayana is framed and jailed. How Srimannarayana proves his innocence and traces the money with the help of Swapnika (Parvathi Melton) makes the rest of the story.,0.3456790123456791
Chikati Gadilo Chithakotudu,Telugu,4.8,1 h 46 min,2019.0,18+,The story revolves around two young couples stuck in a haunted house with a sexually deprived ghost which is desperate to sleep with the two virgin heroes.,0.41975308641975306
Nishabdham (Telugu),Telugu,3.8,2 h 5 min,2020.0,16+,A murder-mystery thriller. A world-famous cello player is murdered and crucified in a Seattle Villa that has a reputation for being haunted. His friends and family try to figure out if he was really killed by a supernatural being or if he was assassinated by someone he knows. His dumb and deaf wife and a police detective are pinned against each other as they discover the victim's dark past.,0.29629629629629634
Catch Me If You Can,English,8.1,2 h 20 min,2002.0,16+,"Frank didn't go to flight school...Frank didn't go to medical school...Frank didn't go to law school...because Frank's still in high school! Inspired by the true story of a brilliant young master of deception and the FBI agent hot on his trail. Directed by Steven Spielberg and starring Leonardo DiCaprio and Tom Hanks. Frank W. Abagnale, Jr. successfully passes himself off as a pilot, a lawyer a...",0.8271604938271605
Soldiers of Fortune,English,4.3,1 h 33 min,2012.0,18+,"Wealthy thrill-seekers pay huge premiums to have themselves inserted into military adventures, only this time things don't go exactly to plan.",0.3580246913580247
Barbie Dreamtopia,English,6.4,46min,2016.0,7+,"With the help of her older sister, Barbie, Chelsea visits the lands of Dreamtopia where she learns valuable life lessons",0.617283950617284
Rampage,Telugu,6.1,1 h 47 min,2018.0,13+,"When a genetic experiment goes awry, it unleashes super creatures that rampage the city. Scientist Davis races to secure an antidote to try to save the ape that was once his friend.",0.5802469135802469
Gujjubhai The Great,Gujarati,8.2,2 h 17 min,2015.0,All,"Superhit comedy film about how father, with the help of his employee, prevents daughter from marrying wrong person.",0.8395061728395062
Vinta Mogudu,Telugu,8.6,2 h 11 min,1985.0,NR,Vinta Mogudu is a 1986 Indian Telugu movie directed by T.L.V. Prasad and produced C. Dwarkanadh Babu. The film stars Mohan Babu and Radha in lead roles.Music of the film was composed by Radha and Vintha.,0.888888888888889
XXX: State of the Union,Marathi,4.5,1 h 40 mins,2005.0,16+,"In this action-packed sequel to the box-office smash xXx, Ice Cube stars as Darius Stone, a thrill-seeking troublemaker whose criminal record and extreme sports obsession make him the perfect candidate to be the newest xXx agent. He must save the U.S. government from a deadly conspiracy led by five-star general and Secretary of Defense George Deckert (played by Willem Dafoe).",0.3827160493827161
Happy Birthday to John,English,6.4,24min,1995.0,NR,"“On October 9th, 1972, half of the music world gathered in Syracuse, N.Y., to celebrate the opening of John Lennon/Yoko Ono Fluxus show, designed by George Maciunas. Same day, a smaller group gathered in a local hotel room to celebrate John’s birthday.” – Jonas Mekas",0.617283950617284
Final Destination 5,English,5.8,1 h 31 min,2011.0,18+,"Death returns for another wild ride in the latest ""5nal Destination."" The Grim Reaper's sure to have a field day, with life-threatening sequences including a suspension bridge collapse, laser eye surgery gone wrong and other fiendishly clever ways to perish!",0.54320987654321
Ganesh Talkies,Bengali,5.1,2 h 10 min,2013.0,All,"Set in Old North Kolkata city area, Pashupati and Pravin are inseparable since childhood. Pashupati owns a old single screen theatre 'Ganesh Talkies' which is under threat from a promoter. Both Pashupati and Pravin comes to loggerheads when they learn about their children Saban and Arjun's relationship. However they join hands once again against the promoter under critical social circumstances.",0.45679012345679015
Mala Aai Vhhaychy,Marathi,7.8,2 h 8 mins,2011.0,All,"Mary (Stacy Lee) visits India looking for a surrogate mother. She finds Yashoda (Urmila Kanetkar) to bear her child, but gets disappointed on learning about the child's deformity. Will Mary accept the child?",0.7901234567901235
Mujhse Dosti Karoge,Hindi,5.1,2 h 28 min,2002.0,All,"""What would you do if the one you loved was not actually the one you loved. What would you do if your best friend was in love with the one you love. What would you do if your best friends are sacrificing their love for you. Meet Raj (Hrithik Roshan), Pooja (Rani Mukerji) and Tina (Kareena Kapoor)- 3 best friends thrown into a situation that time, letters, love and separation have created for th",0.45679012345679015
vazhunnor,Malayalam,5.9,2 h 36 min,1999.0,All,"Thevakattil Avarachan is an established businessman in a town. Together with his six sons, he controls all businesses in the town. Kuttappayi the protagonist of the story, is the youngest son who acts as the muscle of the family. The story tenses as new business group called PK Group come to beat the Thevakattu Family and settle old scores. PK Group try everything to beat them.",0.5555555555555557
Paharganj,Hindi,4.6,1 h 44 min,2019.0,18+,"Laura, a Spanish young woman, travels to India looking for the love of her life, Robert, who goes missing. This quest of hers lands her in the midst of dark and dingy lanes of Paharganj, one of the most chaotic and shady places on the planet.",0.3950617283950617
The Last Color,Hindi,7.8,1 h 30 min,2020.0,18+,"The film is the screen adaptation of Michelin Star Chef Vikas Khanna's novel The Last Color, which follows the friendship between a young tightrope walker and a widow named Noor in Varanasi. The duo yearn to play with colors on the festival of Holi, but Noor and the other widows are held back by tradition.",0.7901234567901235
AAYUSHMANBHAVA,Kannada,6.2,2 h 23 min,2019.0,13+,"A unknown man makes his entry to a fun-filled joint family,Abscond by kidnapping one of the mysterious family member(Entire property holder) Leading to a lot of misperception and anxiety in the family. Who is the mysterious person ? Who is kidnapped and Why..? True identity of the man and his connect behind the incident in the family and reason for entering their house.",0.5925925925925927
Sakka Podu Podu Raja,Tamil,4.3,2 h 4 min,2017.0,13+,A happy-go-lucky-guy falls in love with the sister of a ruthless gangster. How does the former convince his lover's brother is the rest of the movie.,0.3580246913580247
Appu,Malayalam,6.5,2 h 19 min,1990.0,All,"Appukuttan is a young man who falls in love with Sarojini who does not like him. Things change after Sarojini is found raped and murdered and he, implicated of the crime, must find the actual culprit.",0.6296296296296297
N.T.R: Mahanayakudu,Telugu,5.4,2 h 4 min,2019.0,All,"The journey of Nandamuri Tarakarama Rao from child hood to become a superstar, entering into poiltics and how he takes telugu pride to a national level.",0.49382716049382724
Local Boy,Telugu,5.7,2 h 20 min,2020.0,All,An ancient Martial art form of Tamilnadu is in the verge of extinction. The hero wants to make it popular yet again among the current generation showcasing it's rich values & merits. Will the hero be able to accomplish his desire?,0.5308641975308642
Nee Bareda Kadambari,Kannada,7.7,2 h 16 min,1985.0,NR,"Nee Bareda Kadambari is a 1985 Indian Kannada movie directed by Dwarakish and produced by Dwarakish. The film stars Vishnuvardhan, Bhavya, C R Simha and Sundarraj in lead roles. Music of the film was composed by Vijayanand.",0.7777777777777779
Cheel Zadap,Gujarati,5.2,1 h 57 min,2019.0,13+,"Richa is a bank manager, bold and bindass girl. Gopi, an underworld don in Mumbai wants some money from Richa's bank. Somehow they make a deal for a bank robbery. After the robbery, two con artists try to outsmart each other and the police. Simultaneously, a film writer Rasik Ranjan is looking for a good story for his next project.",0.4691358024691359
Mithai,Malayalam,4.3,2 h 17 min,2019.0,13+,"Sai (Rahul Ramakrishna) and Jani (Priyadarshi) as they set off on an adventure-filled journey across Hyderabad to catch a thief! Filled with moments that will make you laugh and cry, and a host of unforgettable characters that they encounter along the way, Mithai is a rip-roaring ride that is easy to love and hard to ignore. Hop on!",0.3580246913580247
Mana Oori Ramayanam,Telugu,6.9,1 h 48 min,2016.0,All,Bujangaiah (PrakashRaj) is a Dubai returned & highly respected person in his village; accidentally meets a prostitute Susheela (Priyamani). They get locked up in a room together and a bag with a movie script in it. The movie revolves around how an auto driver Shiva (Satya Dev) and a Garuda (Prudhviraj) film director struggle to save Prakash Raj's reputation that is what about mana Oori Ramayanam,0.6790123456790125
Rudra Thandavam - 1978,Tamil,5.9,2 h 14 min,1978.0,NR,"Rudra Thandavam is a 1978 Indian Tamil film, directed by K. Vijayan and Produced by R. Ramani. The film stars V.K. Ramasamy, Nagesh and Sumithra in lead roles. The music of the film was composed by M. S. Viswanathan.",0.5555555555555557
Kya Kehna!,Hindi,5.9,2 h 29 min,2000.0,13+,"The perfect world of a young university student is shaken up after she briefly gets involved with a wealthy playboy, resulting in her pre-marital pregnancy. Suddenly, she finds herself isolated and defenseless, facing the barbs of a hypocritical society. Will Priya give in to the pressures of an unforgiving society or will she fight for justice against all odds?",0.5555555555555557
Ki Kore Toke Bolbo,Bengali,5.9,2 h 29 min,2017.0,13+,"On their wedding night, Anjali tells her husband Akash that she wants to separate. Howeve later, she falls in love with him.",0.5555555555555557
Chakkiligintha,Telugu,6.3,2 h 22 min,2014.0,13+,Adi (Sumanth Ashwin) and Avi (Rehana) are studying at the same collage.Adi is a love guru and advises boys not to express their love for girls until they reveal their true feelings.Avi decides to make Adi fall in love with her.,0.6049382716049383
The Final Countdown,English,6.7,1 h 42 min,1980.0,18+,A modern aircraft carrier under the command of Captain Yelland (Kirk Douglas) is thrown back in time to 1941 Hawaii just hours before the Japanese attack on Pearl Harbor.,0.6543209876543211
Subhamangal Savadhan,Marathi,7.9,2 h 19 mins,1992.0,All,"Jaya and Suman, college mates & best friends, are today's sworn enemies. Jaya is in love with Rajesh, who use to study in the same college. But seeing them together infuriates Rakesh a fugitive who also loves Jaya deeply. Jaya & Rajesh gets married and Jaya's mother keeps giving her some 'tips' on post marriage behavior, little knowing how much problems the same is going to create for her.",0.8024691358024693
Aar Paar,Hindi,6.2,2 h 19 min,1985.0,All,"Fisherman Ghanshyam is arrested on false charges of molesting his ladylove, Kamli, but she backs up the story, leading to his imprisonment. He escapes from jail and must find out why Kamli lied.",0.5925925925925927
Tootsie,English,7.4,1 h 56 min,1982.0,NR,"Michael Dorsey is a talented actor, but his demanding nature and stubborn temperament have antagonized every producer in New York. Now his agent insists no one will hire him. But Michael needs money - eight thousand dollars to be exact - and to earn it, he's willing to play the role of a lifetime. Dustin Hoffman stars with Jessica Lange, Teri Garr, Dabney Coleman, Charles Durni...",0.7407407407407408
Kalyanam,Malayalam,5.5,1 h 53 min,2018.0,All,"Sarath (Shravan Mukesh) falls in love with Shari (Varsha Bollama), who is his classmate and neighbour. He must soon confess his feelings for her before her dad marries her off to a ""Nair"" boy as per tradition.",0.5061728395061729
Aasaiyil Oru Kaditham,Tamil,4.8,2 h 6 min,1999.0,13+,"A tale of love, failed trust, alleged infidelity and honest friendship, Aasaiyil Oru Kaditham is about Karthik (Prashanth) who falls in love with Lakshmi (Kausalya) without knowing the fact that she is his best friend Anand's (Anand) fiance. What happens next forms the story.",0.41975308641975306
Knock Knock,Tamil,4.9,1 h 39 min,2015.0,18+,"When a devoted husband and father is left home alone for the weekend, two stranded young women unexpectedly knock on his door for help. What starts out as a kind gesture results in a dangerous seduction and a deadly game of cat and mouse.",0.4320987654320989
Ponnar Sankar,Tamil,3.8,2 h 14 min,2011.0,All,Princess Thamarai falls in love with her maternal uncle which invites the wrath of her family. They arrange her marriage with the ruler of a neighbouring  country instead.,0.29629629629629634
Agent Gopi,Telugu,7.6,2 h 9 min,1978.0,NR,"Agent Gopi is a 1978 Indian Telugu film, directed by K.S.R. Doss and produced by Srikanth Nehatha. The film stars Krishna Ghattamaneni, Jaya Prada, Prabhakar Reddy and Jayamalini in lead roles. Music of the film was composed by Satyam.",0.7654320987654322
Patriots Day,English,7.4,2 h 13 min,2017.0,18+,Mark Wahlberg shines in this all-star action-thriller that chronicles the courage and power of the people of Boston during the real-life manhunt for the Boston Marathon bombers.,0.7407407407407408
Morya,Marathi,7.2,2 h 1 mins,2011.0,13+,"In the city of Mumbai, there are two adjoining chawls 'Ganesh Chawl' & 'Khatav Chawl'. Being situated in the prime locations they have been celebrating the Ganeshotsav with splendor and devotion since years. Being the arch rivals that they are, competes with the other; each faction pulls out all stops to prove their supremacy every year and does their utmost, to prove they're ""the best"".",0.7160493827160495
Phamous,Hindi,3.8,1 h 49 min,2018.0,18+,"Set in Chambal in MP, the upcoming goon Kadak Singh abducts the daughter of current don Shambhu Singh right on her wedding day. Shambhu is arrested when he mistakenly shoots his own daughter, making Kadak the new boss. The equations in village change when Radhe, who idolises Kadak, decides to fight Ramvijay Tripathi, Kadak sleazy politician friend, for setting his eyes on Radhe's wife.",0.29629629629629634
The Bourne Identity,Hindi,7.9,1 h 58 min,2002.0,13+,"A new action hero is Bourne! (Access Hollywood) Get ready for the explosive, action-packed hit with incredible fight sequences, starring Academy AwardÂ® winner Matt Damon (Oceanâ€™s Eleven). Pulled from the sea with two bullets in his back, Jason Bourne discovers he has the skills of a very dangerous man and no memory of his violent past. Racing to unlock the secret of his own identity, he disc...",0.8024691358024693
Dishkiyaoon,Hindi,5.2,1 h 58 min,2014.0,NR,"Born in the upper-middle-class society, Viki had no mother and his father had no time for him. The cold loneliness of Viki's world left him weak and tainted from within. The absence of love and care pushed Viki to find acceptance in other places. One such place was just a road away from his plush apartment. GANGSTER-LAND. Viki finds love and acceptance, where bullets don't warn before firing ...",0.4691358024691359
Pratigyabadh,Hindi,5.7,2 h 42 min,1991.0,All,Shankar grows up to become the right hand of a gangster. His goal in life is to take revenge on the moneylender who rendered his family homeless and a truck driver who molested and killed his mother.,0.5308641975308642
Dharmapuri,Tamil,4.4,2 h 26 min,2006.0,All,"A rich landlord forces Vijayakanth's father, an honest hardworking man, to leave the village. However, years later, the villagers beg Vijayakanth to save them from the cruel landlord and his sons.",0.37037037037037046
Lone Survivor,English,7.5,1 h 56 min,2014.0,16+,"Marcus Luttrell and his team set out on a mission to capture or kill notorious Taliban leader Ahmad Shah, in late June 2005. Marcus and his team are left to fight for their lives in one of the most valiant efforts of modern warfare.",0.7530864197530864
The Bourne Ultimatum,Hindi,8.0,1 h 55 min,2007.0,13+,"Matt Damon returns as highly trained assassin, Jason Bourne, who is on the hunt for the agents who stole his memory and true identity. With a new generation of skilled CIA operatives tracking his every move, Bourne is in a non-stop race around the globe as he finally learns the truth behind his mysterious past. Loaded with incredible fight and chase sequences, it's the exhilarating movie with ...",0.8148148148148149
Mission Possible,Marathi,5.8,1 h 40 mins,2010.0,13+,Yash loves his pretty and indifferent collegemate Pearl. He is so blinded by his love for her that he doesn't realise just how much his best friend Sai loves him. Tragedy strikes when Pearl is murdered and Yash is implicated and jailed for it.,0.54320987654321
The Descent Part 2,Hindi,5.8,1 h 29 min,2010.0,18+,"Refusing to believe her story about cave-dwelling monsters, the sole survivor of a spelunking exploration gone horribly wrong is forced to follow the authorities back into the caves where something awaits.",0.54320987654321
Bouma,Bengali,6.5,2 h 27 min,2019.0,13+,"Surojit's dying father makes him marry Laxmi, a poor girl. But he's already married. Three lives get tangled in a game of destiny. What's in store for them?",0.6296296296296297
Armaan - Story Of A Story Teller,Gujarati,5.6,1 h 39 min,2017.0,All,"This film highlights the importance of Karma - No matter how adverse the situation may be, one must have patience and keep doing his Karma - good results will surely follow.",0.5185185185185185
Dharasnan,Bengali,5.3,2 h 23 min,2018.0,NR,"An over-ambitious Tamosa has no qualms when it comes to achieving greater heights in her career, which leads to a conflict between her and another woman. But is Tamosa prepared for its consequences?",0.4814814814814815
Kush,Hindi,7.8,25min,2013.0,18+,"In 1984, Indian Prime Minister Indira Gandhi was assassinated by her two Sikh bodyguards, causing anti-Sikh riots to erupt throughout the country.",0.7901234567901235
Shubh Mangal Saavdhan,Hindi,6.9,1 h 44 min,2017.0,NR,"Follow this unusual romantic journey of a young couple, Mudit and Sugandha, who fall in love but the circumstances are far from standing up for them. Set in Gurgaon, Mudit is a young man who falls in love with Sugandha. While shy and apprehensive at first, he somehow manages to convince Sugandha to meet him and they fall in love instantly! Soon, families get involved and their marriage is fi ...",0.6790123456790125
Simhasanam,Malayalam,3.0,2 h 39 min,2012.0,13+,The story centers around the Chandragiri family whose head Madhava Menon is liked by all in the village. His only son Arjun who is a student in Manipal. The constant struggles between Madhava Menon and Arjun Madhav on one side and their enemies on the other side is the main theme in the story.,0.1975308641975309
YZ,Marathi,7.3,2 h 25 mins,2016.0,13+,"The title is not just a slang word but a hip new attitude, importantly a fresh perspective on life. YZ tells the story of Gajanan, 33-year-old who is trapped between the identity of a boy and a man who ends up in friendship with an 18-year-old called Battees, who opens him up to a new world around him. It's an incredible journey of friendship, innocence, true spice of life & the beauty within.",0.7283950617283951
Meet Bill,English,6.2,1 h 33 min,2008.0,18+,A guy fed up with his job and married to a cheating wife reluctantly mentors a rebellious teen.,0.5925925925925927
Sasu Numbri Jawai Dus Numbri,Marathi,5.0,2 h 17 mins,2008.0,All,Sasu Numbri Jawai Dus Numbri is Marathi movie released in 2008. Produced by Harsh Patil & directed by Vijay Patkar. The movie is based on a comical and funny relationships shared by a mother and her soon to be son in law.,0.44444444444444453
Jenifer,English,5.9,1 h 34 min,2001.0,13+,"The triumphant true story of three sisters who unite in the face of adversity when one of them is diagnosed with ALS, also known as Lou Gehrig's Disease.",0.5555555555555557
Madura Veeran,Tamil,6.3,1 h 59 min,2018.0,NR,"Madura Veeran is a Tamil rural drama that subtly throws light upon the controversial sport, Jallikattu. The film begins with the central character Durai returning from Malaysia to Madurai to marry a girl, from his village. However, his true mission is to find his father’s killer and also to participate in the sport of Jallikattu. With two communities in his village also at loggerheads with e ...",0.6049382716049383
Kannappanunni,Malayalam,6.7,2 h 36 min,1977.0,NR,"A princess' family is in the lookout for a suitable groom for her in various kingdoms. However, she is caught in a fix when she is forced to marry a logger who saved her life.",0.6543209876543211
Sanjog,Hindi,6.2,2 h 31 min,1972.0,All,"Sanjog Is A Super Hit Bollywood Hindi Movie, Directed And Produced By S. S. Balan, Starring Amitabh Bachchan, Mala Sinha, Aruna Irani And Johnny Walker In The Lead Roles. Mohan, A Married Man With Kids, Works At The Local Municipality. Soon, There Are Rumours About Him And His New Boss, Asha. At First His Wife Pays No Heed But Then She Finds A Picture Of Them Together.",0.5925925925925927
Journey to the Center of the Earth (2008),English,5.8,1 h 32 min,2008.0,13+,Three adventurers plunge deep into a strange new realm beneath the Earth's surface where they embark on an amazing voyage and find awe-inspiring sites amidst grave danger.,0.54320987654321
Anukunnadi Okati Ayinadi Okati,Telugu,4.6,1 h 59 min,2020.0,18+,"Anukunnadi Okati Ayinadi Okati aka AOAO revolves around 4 bold girls who get trapped in the murder of a stripper when in Goa to spend their vacation. Though they manage to hide his body, police starts suspecting them. What follows forms the story of Anukunnadhi Okkati Aynadhi Okkati.",0.3950617283950617
Unhinged,Telugu,6.0,1 h 30 min,2020.0,18+,"After a confrontation with an unstable man at an intersection, a woman becomes the target of his rage.",0.5679012345679013
Gaon,Hindi,5.5,2 h 4 min,2018.0,13+,"Bharat is a small but self-reliant village untouched by globalisation and tucked away in the interiors of India, where every villager contributes equally to keep it that way. But things dramatically change when an outsider, named Bharat, enters the place.",0.5061728395061729
Varavelpu,Malayalam,8.1,2 h 25 min,1989.0,All,"After making enough money from his job in a different country, a man returns to his homeland intending to work for the betterment of society. However, his path turns out to be full of hurdles created by some local politicians",0.8271604938271605
Namastey London,Hindi,7.1,2 h 11 min,2007.0,All,"Namastey London Is An Award Winning Romantic Bollywood Drama Movie, Directed And Produced By Vipul Shah, Starring Akshay Kumar And Katrina Kaif In The Lead Roles. It Has Won Three Awards. Jasmeet's Lifestyle Includes Partying And Boyfriends, All To The Dismay Of Her Father. On A Trip To India, She Is Married Off To Arjun, Who Truly Loves Her. But For Jasmeet, The Marriage Has No Value.",0.7037037037037037
The Great Gambler,Hindi,6.5,2 h 42 min,1979.0,18+,"An expert gambler Jai works for an underworld don, oblivious to the fact that his skills are being used to gain military secrets. The police send down Inspector Vijay to investigate the case and infiltrate the gang. But Jai and Vijay are look-alikes and get mistaken for the other by everyone.",0.6296296296296297
Moon,English,7.9,1 h 37 min,2009.0,18+,"Sam Bell is the lone astronaut stationed at a Helium-mining moon base that has been his home for almost three years. But Sam’s contract with Lunar Industries is almost up, and soon he will be able to reunite on Earth with his wife and three-year-old daughter.",0.8024691358024693
Terminator Salvation,Hindi,6.5,1 h 54 min,2009.0,13+,"Set in post-apocalyptic 2018, John Connor is the man fated to lead the human resistance against Skynet and its army of Terminators. But the appearance of Marcus Wright changes everything.",0.6296296296296297
Yatra (Tamil),Tamil,8.2,2 h 5 min,2019.0,13+,An Indian politician takes up a decision to go on a 900-mile walking tour as a part of his election campaign. Yatra is an emotional tribute to the former Chief Minister of Andhra Pradesh Y. S. Rajasekhara Reddy.,0.8395061728395062
Snehitara Savaal,Kannada,7.7,2 h 33 min,1981.0,NR,"Snehitara Savaal is a 1981 Indian Kannada film, directed by K S R Dass and produced by A R Raju . The film stars Vishnuvardhan, Ambarish, Manjula and K S Ashwath in lead roles. Music of the film was composed by Sathyam.",0.7777777777777779
Dark Chocolate,Hindi,4.2,1 h 31 min,2016.0,18+,"Based on the real-life murder of Sheena Bora, who was the daughter of two media moguls. The well-known case sees the arrest of Sheena's mother, a well-known but isolated socialite.",0.3456790123456791
Wake Of Death,Hindi,5.7,1 h 24 min,2004.0,16+,Wake Of Death Is An Action Adventure Movie. When Ben Archer Decides To Move Out Of The Organized Crime World He Moves To America With Cynthia And Nicholas. Cynthia Brings Home A Rescued  Girl Who Turns Out To Be The Daughter Of Kingpin Who Murders Cynthia And Takes The Girl And Nicholas. Rekindling His Old Mob Connections Ben Embarks On A Bloody Vendetta To Save The Kids And Punish Quan.,0.5308641975308642
Be Dune Saade Chaar,Marathi,6.8,2 h 12 mins,2009.0,All,"Anant Kitturkar (Mohan Joshi) has actually achieved the extraordinary feat of marrying two women - Manorama (Vandana Gupte) and Anjali (Mugdha Shah) - who are unaware of each other's existence. Lies, deceit and fake identities have made Anant confident that this secret will go with him to his grave. But there's something else in store for him. And now it's pay-off time.",0.6666666666666667
Vadakkumnadhan,Malayalam,6.5,2 h 12 min,2006.0,All,"A mother and son visit Haridwar to perform the last rites of her elder son, whom they believe is dead. However, an unexpected twist of fate brings back the lost charm in their lives. A mother and son visit Haridwar to perform the last rites of her elder son, whom they believe is dead. However, an unexpected twist of fate brings back the lost charm in their lives.",0.6296296296296297
Yun Hota Toh Kya Hota,Hindi,6.6,1 h 55 min,2006.0,13+,"Yun Hota Toh Kya Hota Is A Bollywood Drama Movie, Directed By Naseeruddin Shah, Starring Irrfan Khan, Konkona Sen Sharma, Paresh Rawal, Boman Irani, Jimmy Sheirgill And Ayesha Takia In The Lead Roles. Four Individuals From Different Parts Of India Board A US-bound Flight. However, They Are Stuck In An Unfortunate Situation As The Flight Is Hijacked Soon After Take-off.",0.6419753086419753
Jora 10 Numbaria,Punjabi,6.5,2 h 15 mins,2017.0,18+,A traumatised young boy grows up to become a notorious gangster and sets out to seek revenge against the corrupt officials who destroyed his family.,0.6296296296296297
Aetbaar,Hindi,4.6,2 h 23 min,2004.0,18+,"Aetbaar Is A Bollywood Psychological Thriller Movie, Directed By Vikram Bhatt, Starring Amitabh Bachchan, John Abraham And Bipasha Basu In The Lead Roles. Dr Ranveer Tries To Stop Ria, His Daughter, From Pursuing A Romantic Relationship With Aryan, An Unpredictable And Possessive Man. But, She Does Not Heed Her Father's Words And Continues Dating Him.",0.3950617283950617
Dhwaja (Hindi),Hindi,6.5,2 h 18 min,2018.0,13+,Two twin brothers having contrasting personalities find themselves living the life of the other due to circumstances.,0.6296296296296297
Aakrosh,Hindi,7.9,2 h 18 min,1980.0,18+,"A lawyer defends a man who is framed for killing his own wife. As he proceeds with the case, he learns the adversities of the scheduled tribes in India.",0.8024691358024693
Meesa Madhavan,Malayalam,7.9,2 h 30 min,2002.0,NR,"Meesa Madhavan is a 2002 Indian Malayalam film, directed by Lal Jose and produced by Subair Sudhish. The film stars Dileep, Kavya Madhavan, Jagathy Sreekumar and Indrajith in lead roles. The film has musical score by K. V. Mahadevan.",0.8024691358024693
Barsaat Ki Ek Raat,Hindi,6.3,2 h 27 min,1981.0,All,"Inspector Abhijeet Rai leads a harmonious life with his pregnant wife Rajni. His life comes crashing down when Kaliram, a man he had arrested five years ago, returns in his life to take revenge.The film is remembered for the classic songs ""Apne Pyar Ke Sapne Sach Hue"" & ""Kaliram Ka Khul Gaya Pol"".",0.6049382716049383
Protidan,Bengali,6.6,2 h 22 min,1983.0,NR,"Protidan is a 1983 Indian Bengali film directed by Prabhat Roy and produced Chandimata Films. The film stars Sharmila Tagore,Nashiruddin Shah,Ranjeet Mullick,Victor Banerjee and Lili Chakraborty. Music of the film was composed by Bappi Lahiri.",0.6419753086419753
Ek Taraa,Marathi,7.0,2 h 12 mins,2015.0,13+,Ek Taraa' is the story of an innocent youngster (Santosh Juvekar) with a passion for singing. He wins a reality show and goes on to become famous. The film tells the tale of his struggles with fame and alcoholism and how he deals with it.,0.6913580246913581
